id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22864716,Lovely residential Queen Room Near to Downtown,163686645,Jay,,Hennepin,44.88817,-93.29911,Private room,60,5,1,2018-02-05,0.05,1,0
22864923,Harriet Home,168623219,Marlaine,,Hennepin,44.94232,-93.28591,Private room,200,2,1,2018-02-05,0.05,1,0
22865155,S. Mpls Home - In Cozy Longfellow Neighborhood,74192246,Steven,,Hennepin,44.94409,-93.21957,Entire home/apt,499,2,0,,,1,0
22865221,Spacious yet cozy home for the Super Bowl,76430176,Bailey,,Dakota,44.64191,-93.26628,Private room,22,2,0,,,1,0
22865241,4100 Square Foot Executive Home Sleeps 11,74034765,Tracy,,Washington,45.01257,-92.94876,Entire home/apt,200,7,1,2018-04-07,0.05,1,364
22865245,Super Bowl Entire 3 bedroom cozy townhome!,169140319,Stephanie,,Wright,45.24508,-93.67779,Entire home/apt,500,4,0,,,1,365
22865429,NE Home 2 Miles from US Bank Stadium,73080784,Kate,,Hennepin,44.99944,-93.23837,Entire home/apt,800,4,1,2018-02-05,0.05,1,0
22865431,Cozy 2 Bedroom Private duplex suite,126662252,Mark,,Hennepin,44.93952,-93.35808,Entire home/apt,68,1,89,2019-10-12,4.33,1,16
22865453,Welcoming House on Light Rail in MPLS 2br,169159223,Jane,,Hennepin,44.93214,-93.23027,Entire home/apt,51,1,2,2018-05-21,0.10,1,0
22865718,Superbowl House For a Big Group or Family,169162339,Austin,,Dakota,44.76995,-93.30275,Entire home/apt,695,2,0,,,1,0
22865751,luds place,169161118,Ludwig,,Hennepin,44.93663,-93.21694,Private room,91,1,1,2018-01-22,0.05,1,0
22866083,Enjoy “Chateau Van Gogh” on Midtown Greenway,91086415,Jill,,Hennepin,44.95125,-93.30143,Private room,300,1,1,2018-02-05,0.05,1,0
22866185,Modern Boho Bungalow  Uptown + Patios galore,39613193,Leah,,Hennepin,44.93694,-93.29176,Entire home/apt,300,2,7,2019-10-13,0.34,1,78
22866187,"NE Top Level 2bdrm, 20 min walk to US Bank Stadium",53362222,Addie,,Hennepin,44.99842,-93.25364,Entire home/apt,1000,3,0,,,1,90
22866193,Super Bowl 2018 Lodging with Queen Bedroom,41964208,Dana,,Ramsey,45.04509,-93.02769,Private room,300,2,0,,,3,0
22866225,Super Bowl 52 Rental. Super close to Downtown MPLS,15346442,Brad,,Hennepin,44.9976,-93.25422,Entire home/apt,3050,3,0,,,1,0
22866295,Super Bowl 2018 Lodging with bunks to sleep 3,41964208,Dana,,Ramsey,45.04569,-93.02775,Private room,300,2,0,,,3,0
22866306,Executive home in the woods great for Superbowl!,121352373,Laura,,Washington,45.01314,-92.93395,Entire home/apt,1750,2,0,,,1,270
22866331,"Clean, fully-stocked home. Hosts very responsive.",26942081,Shivan,,Hennepin,44.94678,-93.35416,Entire home/apt,500,2,1,2018-02-05,0.05,1,0
22866380,Super Bowl 2018 Lodging with Full-Sized Bed,41964208,Dana,,Ramsey,45.04525,-93.02794,Private room,300,2,0,,,3,0
22866429,Craftsman Super Bowl Base Camp,891789,Lisa,,Ramsey,44.94151,-93.17282,Entire home/apt,2500,3,0,,,1,0
22866465,Family/Group Friendly home.,169171548,Carissa,,Anoka,45.17983,-93.34692,Entire home/apt,950,2,0,,,1,0
22866514,Bed and Breakfast  near USBank Stadium,167431862,Leticia,,Hennepin,44.91943,-93.39133,Private room,800,3,0,,,1,365
22866551,Downtown Minneapolis Condo Free Parking,169172212,Benjamin,,Hennepin,44.95044,-93.2485,Entire home/apt,600,2,0,,,1,0
22866561,Cozy home right in between Minneapolis & St. Paul!,20404493,Tom,,Ramsey,45.02446,-93.13863,Entire home/apt,1000,4,0,,,1,0
22866594,SUPERBOWL READY! 20 minutes to US Bank Stadium,169173397,Mary,,Hennepin,44.89985,-93.49603,Private room,1000,3,0,,,1,365
22866642,Twin Cities Super Bowl Retreat,58332540,Emma,,Hennepin,44.90903,-93.26001,Entire home/apt,700,1,0,,,1,0
22866761,Lakefront Apartment,40820716,Melissa,,Hennepin,45.04249,-93.34202,Entire home/apt,50,2,30,2019-09-27,2.21,1,135
22866807,"NE Full Home, 4.2 miles to Superbowl, Pool Table",165822145,Wes,,Hennepin,45.01528,-93.22879,Entire home/apt,1400,3,0,,,1,0
22866855,Beautiful Uptown House Close To US Bank Stadium,27585542,Ramnik,,Hennepin,44.95654,-93.2908,Entire home/apt,2500,2,0,,,1,0
22866867,Purify yourself in the waters of Lake Minnetonka,169176114,Ramon,,Hennepin,44.94245,-93.64304,Entire home/apt,2750,3,0,,,1,0
22866907,Super Bowl weekend get away minutes from bus line,168561547,Amanda,,Sherburne,45.39107,-93.84471,Entire home/apt,1600,3,0,,,1,0
22866936,Honey tips,169177593,Sedera,,Hennepin,45.04784,-93.29457,Private room,60,7,0,,,1,180
22867024,"5 Bedroom House in St Paul, 12 Mins from US Bank",169178826,John,,Ramsey,44.95061,-93.16498,Entire home/apt,1900,1,0,,,1,363
22867076,Your Superbowl House - 5 miles away,52360673,Kristi,,Hennepin,44.95964,-93.36915,Entire home/apt,850,4,0,,,1,0
22867104,Super bowl fabulous.,161600654,Jen,,Hennepin,44.88342,-93.30552,Entire home/apt,2500,2,0,,,1,88
22867113,"Cozy 2 bedroom rambler in St. Louis Park, MN!",169179854,Nadine,,Hennepin,44.9575,-93.36854,Entire home/apt,200,2,0,,,1,0
22867172,Lower level living space,63795612,Sadie,,Hennepin,44.9246,-93.24534,Entire home/apt,1000,1,21,2019-10-13,2.55,1,166
22867224,Cozy Bungalow,85971593,Nicholas,,Ramsey,44.95775,-93.16323,Entire home/apt,700,2,0,,,1,0
22867247,Luxury Home Great for Groups,40634320,Meghan,,Hennepin,44.91756,-93.46369,Entire home/apt,3000,3,1,2018-02-05,0.05,1,0
22867446,SUPER BOWL (5-10 min.) Uptown/Downtown location,152858266,Sean,,Hennepin,44.94206,-93.27905,Private room,1350,1,0,,,1,0
22867461,Close to Super Bowl - 3 Bed 2 Bath,169183536,Robert,,Hennepin,44.96605,-93.37072,Entire home/apt,4000,3,0,,,1,90
22867463,Private 3 bedroom / 1 bathroom - Fresh Paint!,109081656,Travis,,Hennepin,45.01746,-93.37208,Entire home/apt,450,2,1,2019-04-09,0.16,1,0
22867506,COZY 3 BEDROOMS 2.5 MILES AWAY FROM SUPER BOWEL 52,167744037,Shawntia,,Hennepin,44.98654,-93.30885,Entire home/apt,4500,5,0,,,2,0
22867584,NE Minneapolis APT perfect for a Super Bowl Visit,110541773,Tyler,,Hennepin,45.00065,-93.26839,Entire home/apt,1500,2,0,,,1,0
22867598,"Charming, Spacious & Close to Uptown and Downtown!",72254229,Howard,,Hennepin,44.95331,-93.26288,Entire home/apt,135,1,56,2019-09-29,2.72,12,333
22867619,A Great/Suite Find for Your Final Four Weekend!!!,168973957,Don & Mari,,Hennepin,44.95117,-93.38185,Private room,225,2,12,2019-06-08,0.59,1,179
22867737,Beautiful Condo close to US Bank Stadium!,52925509,Agumeile,,Hennepin,44.96461,-93.27913,Entire home/apt,650,2,1,2018-02-05,0.05,1,0
22867804,Northeast duplex in the heart of Minneapolis,168645527,Robert,,Hennepin,45.0077,-93.25729,Entire home/apt,1000,2,0,,,1,0
22867944,Large and upgraded studio located on eat street!,116398717,Louis,,Hennepin,44.96096,-93.27883,Entire home/apt,550,2,0,,,1,0
22868084,Best Location for SUPER BOWL 2018!!!,169186986,Jenna,,Hennepin,44.93265,-93.28608,Entire home/apt,2999,3,0,,,1,0
22868169,Large home to host your Family,130823689,Amanda,,Hennepin,44.84984,-93.45567,Entire home/apt,500,3,4,2019-03-16,0.38,1,10
22868195,Midtown duplex with private entrance,124554510,William,,Hennepin,44.93207,-93.27653,Private room,350,2,0,,,1,0
22868283,Your home for SB Lll week!,121952221,Jenilee,,Hennepin,44.92474,-93.2325,Entire home/apt,2500,3,0,,,1,0
22868343,Super Bowl Rental. Near US Bank Stadium Spacious,169193412,Ryan,,Hennepin,44.93241,-93.38267,Entire home/apt,399,1,0,,,1,0
22868417,"Clean private 1BR, perfect for SuperBowl guests",7644742,Cindy,,Hennepin,45.03733,-93.44964,Private room,400,2,0,,,3,0
22868500,Private spacious room,42938351,Nathan & Mare,,Dakota,44.80675,-93.18886,Private room,259,1,0,,,1,0
22868513,"Super Bowl 2018, Cozy Cabin near Lake Minnetonka",21557828,Zena,,Hennepin,44.92395,-93.63701,Entire home/apt,998,2,0,,,1,0
22868532,Superbowl Stadium Perch,166900643,David,,Hennepin,44.976,-93.25911,Entire home/apt,3000,2,0,,,1,0
22868717,"Vacation Cabin: Incredible Views, Sandy Beach",29789046,Ellen,,St. Croix,44.87826,-92.75871,Entire home/apt,200,3,9,2019-06-16,0.53,2,359
22869100,"3,000 Sg Ft Ranch Home",169078374,Donald,,Hennepin,44.97566,-93.45413,Entire home/apt,1500,4,0,,,1,0
22869402,Historic Handsome Home 1 mile from DT Minneapolis,40626077,Maria,,Hennepin,44.99568,-93.29303,Private room,40,1,96,2019-10-12,4.66,1,154
22869724,Victorian Style Home Great Location for SUPER Bowl,129604055,Natalia,,Ramsey,44.94463,-93.13245,Entire home/apt,1650,3,0,,,1,0
22869845,Classic family home with comfort and relaxation,169197050,Charles,,Hennepin,44.99528,-93.30043,Shared room,1000,2,0,,,1,365
22870018,Modern Luxury * Downtown* Convention Center,31068,,,Hennepin,44.96371,-93.28477,Entire home/apt,999,2,36,2019-10-10,1.75,3,294
22870587,Super Bowl 2018,169217889,Robb,,Hennepin,44.98487,-93.24642,Entire home/apt,891,1,0,,,1,0
22870658,PRIVATE ROOM AVAILABLE- 10min FROM SUPERBOWL,169218378,Sushmita,,Hennepin,44.97256,-93.22416,Private room,300,2,1,2018-01-29,0.05,1,90
22870662,Scenic walk to Super Bowl! 2 parking spots!,73670313,Trinh,,Hennepin,44.98422,-93.24642,Entire home/apt,500,2,1,2018-01-27,0.05,1,0
22870683,Vivacious Apartment in the Heart of the City,68592239,Kelsey,,Hennepin,44.95881,-93.29179,Entire home/apt,695,2,1,2018-02-04,0.05,1,0
22875067,Beautiful 2 Bed 2 Bath Apartment. Super Bowl ready,169255967,Brian,,Hennepin,45.02898,-93.47805,Entire home/apt,1500,2,0,,,1,0
22875327,"Entire Home for Your Group, Walking to Light Rail",169259586,Andrew,,Hennepin,44.92858,-93.22967,Entire home/apt,700,3,1,2018-02-05,0.05,1,365
22875418,Beautiful River View,6981172,Robert,,Hennepin,44.98292,-93.26479,Entire home/apt,1350,3,0,,,1,88
22875623,Kenwood style B&B Home perfect  for Super Bowl,169263177,Jeff,,Hennepin,44.99273,-93.46913,Entire home/apt,3800,2,0,,,1,0
22875793,Townhome Available for Super Bowl!,169264651,Mary,,Ramsey,44.9901,-93.19764,Entire home/apt,2500,4,0,,,1,0
22876004,Spacious Top Floor Lynlake Duplex,38454783,Justine,,Hennepin,44.9441,-93.28523,Entire home/apt,450,2,0,,,1,0
22876715,Bedroom & Bathroom in Minneapolis Park system,17564375,Kelly,,Hennepin,45.00636,-93.32716,Private room,150,1,6,2019-10-13,0.29,1,173
22876942,2000 sq. feet of Super Bowl accommodations for 4,169276154,Darcy,,Washington,45.01405,-92.84427,Private room,600,2,0,,,1,0
22877554,Charming Home One Block From Light Rail,24419610,Jennifer,,Ramsey,44.95466,-93.17886,Entire home/apt,2000,4,0,,,1,0
22877841,Super Bowl Lake Home with Party Bus Included,155736651,Eric,,Hennepin,45.11409,-93.49843,Entire home/apt,2250,5,0,,,1,363
22877863,Upper level private master suite in Victorian home,169283921,Heidi,,Ramsey,44.94983,-93.16134,Private room,250,1,0,,,1,0
22877949,Big Duplex Super Bowl Rental,169285111,Jamar,,Hennepin,44.94545,-93.24713,Entire home/apt,1300,1,0,,,1,90
22877983,"Cozy BnB near Downtown Mpls, Target Center",3964333,Kaela,,Hennepin,44.97783,-93.30401,Private room,275,1,1,2018-02-05,0.05,1,0
22878112,Superbowl Private space in NE Minneapolis,88809087,Alex,,Ramsey,45.03822,-93.21671,Private room,500,1,2,2018-02-05,0.10,1,0
22878190,"Beautiful, Fully Furnished Townhouse",132534826,Chad,,Hennepin,44.90773,-93.41667,Entire home/apt,99,2,0,,,1,0
22878195,Cozy Home for Super Bowl,169287143,Erin,,Ramsey,44.9266,-93.18789,Entire home/apt,600,2,0,,,1,0
22878356,Eat St Town Home,22387613,Sharon,,Hennepin,44.95245,-93.27717,Entire home/apt,1500,3,0,,,2,89
22878540,"Comfy Home w/party room, just North for Super Bowl",169290388,Justin,,Hennepin,45.08283,-93.29536,Entire home/apt,415,3,0,,,1,0
22878552,Luxury apartment for Super Bowl,154584988,Nicole,,Hennepin,44.8722,-93.32662,Entire home/apt,500,3,0,,,1,0
22879262,4 bedroom house on the lake,169296494,Tony,,Anoka,45.13243,-93.04111,Entire home/apt,1500,4,0,,,1,0
22879319,Farmhouse Indust Guest Suite Close to MSP,169297008,Amber,,Dakota,44.68886,-93.25034,Entire home/apt,41,4,5,2018-06-05,0.25,1,0
22879801,Cozy apartment - PERFECT LOCATION FOR SUPER BOWL!,30079537,Emmet,,Hennepin,44.97287,-93.27927,Entire home/apt,550,3,1,2018-02-05,0.05,1,90
22879848,Perfect Home for a group for the Super Bowl,163443888,Katie,,Ramsey,45.01781,-92.99134,Entire home/apt,1500,1,0,,,1,0
22879883,Luxury Spacious Home 15 minutes for USBank Stadium,26072875,Megan,,Hennepin,44.93062,-93.50149,Entire home/apt,1500,4,0,,,1,0
22879891,Ice Castle,15448259,Mark,,Hennepin,44.90762,-93.5083,Entire home/apt,2000,1,0,,,1,0
22880121,Super Bowl Rental (Private Bedroom and Bathroom),39609200,Lu,,Ramsey,44.96969,-93.20657,Private room,500,2,0,,,1,365
22880370,Super Bowl Listing !  Close to downtown in a home,128283825,Steven,,Hennepin,44.95525,-93.28908,Private room,400,2,0,,,1,180
22880521,Frank Lloyd Wright Modern Farmhouse w/ Hot Tub!,52578930,Andrew,,Hennepin,44.92015,-93.35359,Entire home/apt,1699,3,0,,,1,0
22880606,"Charming, spacious private room and den",98015341,Dustin,,Ramsey,44.98789,-93.14147,Private room,350,1,0,,,1,0
22880614,*Updated Arts District Apt w/ Cable & Parking*,3429511,Kristine,,Hennepin,45.00854,-93.26203,Entire home/apt,86,1,88,2019-10-07,4.26,4,285
22880726,Superbowl 2018 - Close to Public Transit/MSP/MOA,96684457,Cassandra,,Dakota,44.73849,-93.21052,Entire home/apt,1550,4,0,,,1,0
22880926,Super Bowl Cozy Home,169312400,Molly,,Dakota,44.71781,-93.23305,Entire home/apt,100,4,0,,,1,365
22881073,"Superbowl House, 10 minutes from Stadium",169313328,Matt,,Hennepin,45.00769,-93.44357,Entire home/apt,2000,1,0,,,1,0
22881303,Superbowl Apartment rental,88580483,Edward,,Hennepin,44.95094,-93.28372,Private room,500,1,0,,,1,0
22881521,Victorian Superbowl for 3 (A),153047058,Cass,,Hennepin,44.91622,-93.27998,Private room,675,3,0,,,2,0
22881701,Proper Bedroom Quarters for a Gentleman or Lady,69889377,Kyle,,Hennepin,44.93566,-93.26758,Private room,50,2,1,2018-02-05,0.05,1,0
22881709,Spacious Home 15 min from US Bank Stadium,143249865,Victor,,Hennepin,45.05337,-93.3884,Entire home/apt,1995,7,0,,,1,90
22881751,In the middle of it all.,169320440,Aaron,,Hennepin,44.87534,-93.25765,Entire home/apt,100,1,11,2018-09-02,0.52,1,0
22881784,Twin Cities SuperBowl Home short distance to game,169320405,Kevin,,Dakota,44.75641,-93.11837,Entire home/apt,825,2,0,,,1,0
22881987,Bohemian Charmer!,88116701,Tina,,Hennepin,44.90406,-93.29167,Entire home/apt,700,2,0,,,1,0
22882062,Superbowl House,166602764,Van,,Dakota,44.76224,-93.17403,Entire home/apt,1800,2,0,,,1,0
22882262,Victorian Superbowl for 3 (B),153047058,Cass,,Hennepin,44.91512,-93.27813,Private room,675,3,0,,,2,0
22882268,Super Bowl home-away-from-home 1milefrom the game!,169325170,Suad,,Hennepin,44.95785,-93.26164,Entire home/apt,450,3,1,2018-01-23,0.05,1,0
22882369,UPDATED APT* STEPS TO LORING PARK & DOWNTOWN,159737692,Rodney,,Hennepin,44.96625,-93.28016,Entire home/apt,325,3,0,,,1,0
22882389,Easy access to super bowl stadium,169327281,Dan,,Anoka,45.11458,-93.27861,Entire home/apt,3500,1,0,,,1,0
22882750,"LRG Bedroom, Walk to The U of M.  Sleeps up to 2+",96045,Ruth,,Hennepin,44.96415,-93.20962,Private room,85,3,14,2019-09-06,0.89,2,286
22882915,Villa Cardenal,65676545,Brett,,Hennepin,44.97837,-93.34781,Entire home/apt,500,2,0,,,1,0
22883072,Modern Retreat Home - Near Attractions,23811132,Tina,,Hennepin,45.11836,-93.33014,Entire home/apt,1500,3,1,2018-02-05,0.05,1,0
22883134,Super Bowl Headquarters in Cozy Surroundings,112312012,Elizabeth,,Ramsey,45.10513,-93.00547,Entire home/apt,100,2,0,,,1,0
22883143,Minneapolis 3 bedroom home 10minutes from dt Mpls,169181701,Rob,,Hennepin,45.00937,-93.35125,Entire home/apt,425,2,2,2018-03-18,0.10,1,0
22883321,Super Bowl LII at The Boathouse!,20655941,Chris,,Dakota,44.65445,-93.27212,Entire home/apt,4500,5,0,,,1,0
22883385,Beautiful Minneapolis Home for Super Bowl,1507316,Molly,,Hennepin,44.9185,-93.28682,Entire home/apt,2000,3,0,,,1,0
22883458,Entire home- Sleeps 6-Close to US bank Stadium!,63077195,Cala,,Hennepin,44.91837,-93.27912,Entire home/apt,1000,2,0,,,1,0
22884110,Beautiful two-level family home,55939489,Felecia,,Hennepin,44.93403,-93.2657,Entire home/apt,220,2,1,2018-02-05,0.05,1,0
22884256,Vintage Modern Gem In Historic St. Paul,28252810,Kristi,,Ramsey,44.94684,-93.12088,Entire home/apt,400,5,0,,,1,90
22884316,"2612 Toledo Avenue, Minneapolis, MN",100760664,William,,Hennepin,44.95418,-93.34798,Entire home/apt,1000,3,0,,,1,0
22884390,House available only for Super Bowl LII Weekend,169348281,Serafina,,St. Croix,45.04694,-92.73381,Entire home/apt,2000,1,0,,,1,0
22884775,2 bedroom Apt in North Loop Near US Bank Stadium,69192625,Nicholas,,Hennepin,44.98399,-93.26681,Entire home/apt,1100,1,0,,,1,0
22885085,Cozy Uptown Super Bowl Apartment,107079419,Mitchell,,Hennepin,44.94003,-93.29005,Entire home/apt,350,2,1,2018-02-05,0.05,1,0
22885158,Super Bowl Home 3 miles from US Bank Stadium!,20267701,Brian,,Hennepin,44.92791,-93.35439,Entire home/apt,3000,3,0,,,1,0
22885285,3M Tournament walking distance to the clubhouse.,162552662,Anthony,,Anoka,45.17693,-93.20641,Entire home/apt,2900,5,0,,,1,365
22885519,SUPERBOWL HADEN,166182645,Meghan,,Anoka,45.18074,-93.36061,Entire home/apt,1200,4,0,,,2,0
22885751,Jim & Llyn's Home,11979332,James,,Hennepin,44.90523,-93.27691,Entire home/apt,400,2,1,2018-02-05,0.05,1,0
22885974,Cozy Superbowl Oasis (10 minutes to Downtown),76649398,Laura,,Hennepin,44.95095,-93.35338,Entire home/apt,225,1,1,2018-02-05,0.05,1,0
22886341,Super Bowl  private Medina Apartment,166610389,Bill,,Hennepin,45.03378,-93.5324,Private room,1000,3,0,,,1,87
22886528,Retreat in the woods during your Super Bowl stay!,169371450,Mike,,Anoka,45.27515,-93.09624,Private room,575,4,0,,,1,0
22886546,~Super Bowl Artsy Upper Duplex Apartment~,86727696,Linda,,Hennepin,44.94427,-93.27589,Private room,250,1,2,2018-02-04,0.10,1,0
22886552,Mound Home w/ Large Deck - 5 Minutes from Lake Minnetonka Where you Can Enjoy The Fall Leaves,151396544,Evolve,,Hennepin,44.93846,-93.6514,Entire home/apt,475,2,7,2019-09-16,0.42,22,362
22886688,SUPERBOWL 2018 House Twin Cities,108168977,Fall,,Ramsey,44.9619,-93.16668,Entire home/apt,700,2,0,,,1,87
22886759,Large houseboat on the Mississippi River!,169374794,Victoria,,Dakota,44.86012,-93.01556,Entire home/apt,500,1,0,,,1,0
22887232,Super Bowl accommodations.  In-Law Apartment,169379807,John,,Dakota,44.7599,-93.28219,Private room,700,4,0,,,1,363
22887330,little canada,169381880,Aklilu,,Ramsey,45.01527,-93.09251,Entire home/apt,300,1,0,,,1,0
22887596,The Sports Fans Getaway,105470978,Brian,,Dakota,44.75489,-93.27328,Entire home/apt,2000,3,0,,,1,0
22888024,"3bdr home, super-clean, new amenities, Westends",87352590,Godson,,Hennepin,44.96488,-93.36736,Entire home/apt,850,1,47,2019-10-11,2.27,1,145
22888199,"Quiet, Clean 2bd condo lower level $500 night",168970001,Kimberlee,,Ramsey,45.06906,-93.22115,Entire home/apt,500,4,0,,,1,0
22888219,Super Bowl home with Limo and driver,169392927,Dan,,Carver,44.83416,-93.78329,Entire home/apt,1600,4,0,,,1,363
22888289,"Spacious room near the global market, Minneapolis",169393809,CasaLuz,,Hennepin,44.95098,-93.25667,Private room,35,2,46,2019-09-22,2.24,2,172
22888316,Supreme Super Bowl Getaway! 2mi to US Bank Stadium,146235592,Andre,,Hennepin,44.9767,-93.30318,Entire home/apt,1300,1,0,,,1,0
22888520,"20 minutes away from Superbowl, located in St.Paul",169396552,Mitchell,,Ramsey,44.94967,-93.05397,Entire home/apt,1000,3,0,,,1,0
22888735,Super Bowl House. All Fans Welcome. Price reduced,169393172,Eric,,Hennepin,44.94645,-93.26319,Entire home/apt,800,2,0,,,1,0
22888739,"Quiet surburban retreat, South of Minneapolis",52358726,Londa,,Dakota,44.70486,-93.26144,Entire home/apt,300,4,0,,,1,0
22888838,Perfect for your Super Bowl stay!,64093154,Jason,,Anoka,45.23597,-93.31013,Entire home/apt,3000,2,0,,,1,0
22889621,NE Mpls Duplex,17331602,Brandon,,Hennepin,45.00012,-93.25602,Entire home/apt,500,1,1,2018-02-05,0.05,1,0
22889869,Super bowl home,97830995,Marie,,Hennepin,45.00453,-93.30621,Private room,300,1,0,,,1,362
22889935,Beautiful small bedroom with all amenities,113051490,Tati,,Dakota,44.73699,-93.139,Private room,50,1,9,2019-03-30,0.44,8,165
22897079,Super Bowl home with Stocked Bar and Pool Table.,100172845,Leah,,Anoka,45.18784,-93.27178,Entire home/apt,895,1,0,,,1,0
22897225,"MinneApple 2.0 - Cozy, practical stay in NE MPLS!",117820099,Jeremy,,Hennepin,44.99277,-93.25432,Private room,75,1,1,2018-02-05,0.05,2,0
22897998,Super Bowl! Great 2 Bedroom! Light rail access!,76743821,Kelsey,,Ramsey,44.95687,-93.07012,Private room,425,1,0,,,1,89
22898275,SUPER BOWL 2018 Weekend Rental!,142029421,Mary,,Dakota,44.76192,-93.20283,Entire home/apt,449,2,0,,,1,0
22898455,"North Suburbs Home, Super Bowl Stay-Spacious!",169484316,Carissa,,Anoka,45.18018,-93.34851,Entire home/apt,950,2,0,,,1,90
22899482,Experience a quiet retreat at our lake home.,17261155,Ninky,,Anoka,45.09306,-93.2745,Private room,120,2,16,2019-08-12,0.78,1,172
22900016,Cozy room 20 min from Superbowl.,169498527,Leonard,,Dakota,44.69662,-93.26975,Private room,50,1,0,,,1,88
22900229,Entire home in hip St. Paul neighborhood,42646951,Austin,,Ramsey,44.94527,-93.17682,Entire home/apt,100,2,32,2019-10-06,1.55,1,2
22900960,Charming 2018 Super Bowl Rental,136265806,Clay,,Hennepin,45.02598,-93.31921,Entire home/apt,1100,3,0,,,1,0
22901023,Single family house,169506791,Rodney,,Hennepin,44.99422,-93.31466,Entire home/apt,100,3,0,,,2,353
22901387,Super Deal for Super Bowl,160065617,Mark,,Ramsey,45.01336,-93.1179,Entire home/apt,950,4,0,,,2,87
22901882,Crash on couch in living room near lightrail & pub,167603417,Flo,,Ramsey,44.96393,-93.18233,Shared room,15,1,1,2018-03-16,0.05,4,0
22902066,Walk to the Super Bowl Stadium! 2BR Luxury Condo,159145956,Stephanie,,Hennepin,44.97483,-93.25738,Entire home/apt,2887,3,0,,,50,0
22902118,Super Bowl condo in an area close to Minneapolis,169517350,Abby,,Dakota,44.68285,-93.30181,Entire home/apt,200,3,0,,,1,0
22902656,Superbowl Retreat in Brynmawr! 2 private bedrooms.,169522977,Dennis,,Hennepin,44.96958,-93.32111,Private room,350,3,1,2018-02-05,0.05,1,90
22902667,"Entire Two Bed Apartment in Dinkytown, Near U of M",40699046,Tammy,,Hennepin,44.9861,-93.2353,Entire home/apt,79,1,100,2019-09-29,4.87,3,144
22903099,Luxury apartment in downtown Minneapolis.,56139839,Feliz,,Hennepin,44.97246,-93.27547,Entire home/apt,2000,5,0,,,1,0
22903506,Your Super Bowl Destination - large apt. ★ ★ ★ ★,169530993,Jonathan,,Hennepin,44.95059,-93.30217,Entire home/apt,1050,3,0,,,1,0
22903627,Cozy Private Room for Superbowl Week,169532542,Celia,,Hennepin,44.98899,-93.22439,Private room,250,1,0,,,1,0
22903836,Lake Cabin 50 minutes from the Twin Cities!,13231221,Wade,,Chisago,45.68359,-93.04346,Entire home/apt,225,6,4,2019-08-17,0.29,1,268
22904017,Super bowl Minnesota,169519375,Rory,,Hennepin,45.07136,-93.31746,Entire home/apt,2500,7,0,,,2,0
22904348,NE Mpls Art District - 2 BR - Near Everything,169540017,Ryan,,Hennepin,45.01045,-93.2588,Entire home/apt,101,1,86,2019-10-05,4.18,3,156
22904395,Location Location! 2BR Condo 1 Block from Stadium,159145956,Stephanie,,Hennepin,44.97636,-93.25735,Entire home/apt,3299,3,0,,,50,0
22904481,Super bowl home,169519375,Rory,,Hennepin,45.07149,-93.31898,Entire home/apt,2000,8,0,,,2,363
22904544,"Minneapolis (Plymouth, MN) Super Bowl Rental",169542202,Jeremy,,Hennepin,44.99287,-93.44107,Entire home/apt,1250,3,0,,,1,0
22904675,RICHFIELD home super bowl ready!,169543276,Milton,,Hennepin,44.8891,-93.26941,Private room,450,2,0,,,1,87
22904760,Sterling's Manor - West Room B&B Retreat,19919775,Mark,,Hennepin,44.92261,-93.25264,Private room,45,1,2,2019-06-01,0.10,3,120
22904931,"Powderhorn APT, minutes from DT Minneapolis",98202739,Nicholas,,Hennepin,44.94036,-93.26624,Entire home/apt,400,1,1,2018-02-04,0.05,1,0
22904937,Quiet Country Guest Suite - State Fair Special,169545719,Betty,,Washington,44.79365,-92.8238,Entire home/apt,80,1,20,2019-09-22,1.50,1,304
22905002,2BR Luxury Condo 1 Block from Super Bowl Stadium,159145956,Stephanie,,Hennepin,44.9748,-93.25627,Entire home/apt,3479,3,0,,,50,0
22905018,10 Min from Downtown: Cozy Super Bowl Home Base,16508356,Sarah,,Hennepin,44.99533,-93.34317,Private room,300,2,0,,,1,0
22905389,Across the street from Super Bowl Stadium 2BR,159145956,Stephanie,,Hennepin,44.97622,-93.25602,Entire home/apt,4439,2,1,2018-02-05,0.05,50,0
22905481,"SUPER BOWL , family friendly home, great location",169550585,Barbara,,Hennepin,44.91774,-93.53594,Entire home/apt,1800,5,0,,,1,363
22905482,Cute & Cozy House,71398859,Johanna,,Wright,45.31579,-93.83082,Entire home/apt,90,1,5,2019-10-06,0.28,1,0
22906028,New wheelchair accessible house set to entertain!!,169555912,Darren,,Scott,44.55237,-93.31855,Entire home/apt,935,4,0,,,1,0
22906087,SUPERBOWL STAY! Cozy home close to US Bank Stadium,52859747,Jennifer,,Hennepin,45.03519,-93.25053,Entire home/apt,500,1,0,,,1,0
22906584,Brand New Spacious 3 Bedroom 3.5 Bath Row House,6494263,George,,Dakota,44.81244,-93.21614,Entire home/apt,1100,5,0,,,1,0
22906909,"Large, Cozy Home near the Xcel!",3600588,Kealani,,Ramsey,44.93585,-93.1108,Entire home/apt,195,2,1,2018-05-09,0.06,1,0
