id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17751874,"Very private, country, wildlife, & comfort of home",34357171,Theres,,St. Croix,44.9761,-92.58843,Entire home/apt,85,2,90,2019-09-29,2.93,1,359
17775296,T,104334619,Nik,,Hennepin,44.95452,-93.40945,Entire home/apt,46,1,4,2018-02-05,0.13,1,0
17778909,Hip & Cozy Petite Two-Story Carriage House,121406606,Anthony,,Ramsey,44.95999,-93.12936,Entire home/apt,85,1,13,2017-10-13,0.42,1,0
17788793,Private room in clean and cozy house,121510213,Sreeram,,Hennepin,45.02807,-93.35986,Private room,80,1,23,2019-10-06,1.23,1,89
17789158,"Peaceful, clean, serene- 1 room expansive property",98715994,Chelsey,,Washington,45.21959,-92.96147,Private room,36,1,19,2019-09-14,0.62,6,162
17789785,A Cozy Sanctuary in Bustling Minneapolis II,16961346,Fiza,,Hennepin,44.94977,-93.22944,Entire home/apt,65,7,5,2019-06-30,0.29,2,73
17789950,Huge Colonial Great for Groups and Families,2918648,K.M.,,Hennepin,45.01875,-93.23064,Entire home/apt,95,2,4,2018-02-05,0.13,1,0
17790109,"Huge House/Yard -Redeemer Wedding Venue, Casino",98715994,Chelsey,,Washington,45.22007,-92.95997,Entire home/apt,485,1,32,2019-09-02,1.12,6,347
17792953,Cozy in the City,108497760,Samantha,,Hennepin,44.97009,-93.22408,Entire home/apt,200,2,10,2019-07-07,0.36,1,0
17824350,Spacious Home Rental,121867944,Katy,,St. Croix,44.95094,-92.68386,Entire home/apt,1000,1,12,2019-09-29,0.48,1,0
17846864,Modern 3rd floor apt in heart of Uptown with view.,120163119,Amanti,,Hennepin,44.95907,-93.28255,Entire home/apt,2500,1,0,,,1,0
17857622,Sunny charming duplex in the heart of the city!,67048512,Pam & Jerry,,Hennepin,44.92522,-93.28817,Entire home/apt,99,3,97,2019-10-12,3.24,1,248
17857877,Charming 4 BR Home! Fantastic Location!,15832148,Andrea,,Hennepin,44.89736,-93.33914,Entire home/apt,150,2,0,,,1,0
17866776,Minnesota Nice Private Guest Suite in Lower Level,122297434,Kit & Brad,,Hennepin,44.93263,-93.21129,Private room,89,2,86,2019-09-27,3.20,1,168
17880739,Victory Memorial Gem for Super Bowl,99390955,Kelly,,Hennepin,45.03119,-93.31994,Entire home/apt,1285,7,0,,,1,180
17881868,S&J#56 4++BR3Ba Dock/Beach/Estate!22%off May/June,1207842,Scott & Jenna,,Hennepin,44.965,-93.63057,Entire home/apt,204,6,6,2018-10-21,0.37,41,279
17906739,"1 bedroom in spacious, clean, beautiful home",98715994,Chelsey,,Washington,45.21855,-92.96197,Private room,30,1,44,2019-09-27,1.43,6,162
17920873,Prime location for 2018 Super Bowl!,15979367,Annie,,Hennepin,44.94131,-93.35757,Entire home/apt,2500,2,0,,,1,365
17927376,Private Room in Beautiful House- Midtown Phillips,4284773,Suzanne,,Hennepin,44.95722,-93.25812,Private room,39,2,120,2019-10-12,4.08,1,61
17939780,Private Space in home close to Downtown St Paul,49298590,Sama,,Washington,44.99113,-92.96368,Entire home/apt,95,1,14,2019-04-07,0.49,1,347
17942698,Modern Home | Blocks to light rail | Pets welcome!,75122693,David,,Ramsey,44.95474,-93.13188,Entire home/apt,125,2,23,2019-09-16,0.77,1,6
17963687,Super Bowl 2018 Minneapolis/St Paul MN,112251704,Kevin,,Ramsey,44.95026,-93.14028,Entire home/apt,2000,2,0,,,1,0
17974506,Lake Minnetonka Lakefront Home,96108346,Barbara,,Hennepin,44.92951,-93.52536,Entire home/apt,2000,4,0,,,1,0
17981639,Old World Charm w/Modern Amenities: The Rosetti 3,56363753,JuliAnne,,Dakota,44.75025,-93.17723,Private room,79,1,8,2019-08-25,0.39,4,336
17990506,Relaxing private room,5087405,Rachel,,Ramsey,44.96725,-93.18238,Private room,40,2,1,2017-05-29,0.03,2,0
18000971,Luxurious Urban Retreat <1 Mile from Minneapolis,48772618,John & Heather,,Hennepin,44.97593,-93.33905,Entire home/apt,2500,3,0,,,1,364
18011165,Bunk 2A - Downtown Minneapolis Hostel,79134674,Steve,,Hennepin,44.96701,-93.2614,Hotel room,25,1,41,2019-09-10,1.37,16,360
18011530,Bunk 2B - Downtown Minneapolis Hostel,79134674,Steve,,Hennepin,44.96649,-93.25993,Hotel room,25,1,36,2019-07-12,1.21,16,63
18011591,Bunk 2C - Downtown Minneapolis Hostel,79134674,Steve,,Hennepin,44.96837,-93.2603,Hotel room,25,1,31,2019-08-14,1.05,16,34
18011631,Bunk 2D - Downtown Minneapolis Hostel,79134674,Steve,,Hennepin,44.96819,-93.26169,Hotel room,25,1,73,2019-09-26,2.51,16,55
18022015,Beautiful turn of the century apartment awaits you,123927781,Patricia,,Hennepin,44.98735,-93.22958,Entire home/apt,150,3,25,2019-08-29,0.85,1,159
18042871,1 Bdrm Apt on Lake Calhoun Perfect for Super Bowl!,89148395,Elaina,,Hennepin,44.94946,-93.3174,Entire home/apt,75,1,4,2017-08-26,0.13,1,0
18059128,Private bedroom and bathroom in our cozy home,57562666,Courtney,,Hennepin,44.93763,-93.24877,Private room,45,1,215,2019-10-12,7.07,1,34
18095248,Gorgeous Home in Heart of Northeast's Art District,37852317,Trish,,Hennepin,45.00645,-93.26214,Entire home/apt,200,2,107,2019-09-23,3.63,1,231
18137249,Private Bedroom In Quiet Neighborhood,20696156,Tanya,,Hennepin,45.00624,-93.34878,Private room,22,14,23,2017-10-29,0.76,1,0
18138404,Private Bedroom Close to the Airport,113901462,Peter,,Hennepin,44.87578,-93.28569,Private room,45,2,138,2019-09-22,4.61,1,180
18156053,Clean & cozy cottage two blocks from Lake Harriet,57460776,Jason,,Hennepin,44.91118,-93.30751,Entire home/apt,125,13,16,2019-09-30,0.55,1,137
18158864,SuperBowl 2018 Rental Home,114751343,John,,Hennepin,44.96334,-93.38989,Entire home/apt,2250,5,0,,,1,365
18160909,"""A Classic Row-House in Downtown Minneapolis""",125259914,Michael,,Hennepin,44.97221,-93.26406,Entire home/apt,165,2,108,2019-10-07,3.69,1,139
18161488,4 Bedroom Home Close to Downtown and Park Reserves,125266609,Victoria,,Ramsey,45.11421,-93.17473,Entire home/apt,120,1,14,2019-10-12,0.68,1,176
18161825,Lake Calhoun Turnkey Living 106,48202114,Jon,,Hennepin,44.9461,-93.32244,Entire home/apt,70,21,1,2019-09-21,1,3,78
18162072,Spacious Edward Duffield Neill Home,100043993,Brett,,Ramsey,44.94184,-93.1214,Entire home/apt,125,2,63,2019-09-30,2.14,1,341
18162141,Traveling Alone? Vintage Uptown is for you!,125272710,Kay,,Hennepin,44.94666,-93.29383,Private room,46,2,55,2019-09-19,1.90,2,172
18176271,Minneapolis Lodge Living,118713537,Scott,,Hennepin,44.98391,-93.23403,Entire home/apt,275,2,32,2019-10-08,1.07,3,335
18178474,Super Host/Dreamy Location 2 BR Uptown Duplex #1,115268,Nancy,,Hennepin,44.94404,-93.3035,Entire home/apt,149,3,36,2019-10-01,1.48,2,262
18191164,"Convenient to Colleges, transportation, both cites",45385435,Jeff,,Ramsey,44.93388,-93.19738,Private room,200,2,8,2017-11-12,0.27,1,76
18196478,Linden Hills Lake Apartment,5439155,Brenda,,Hennepin,44.93091,-93.31415,Entire home/apt,99,2,14,2019-09-28,0.46,12,363
18225855,UpTown Apartment,92054795,Marissa,,Hennepin,44.94815,-93.28348,Private room,66,2,0,,,1,0
18237169,"QUIET, COZY, & COMFORTABLE - CLOSE TO DOWNTOWN!",125985200,Marcia,,Hennepin,45.00938,-93.23613,Entire home/apt,99,2,2,2019-03-31,0.09,1,11
18239554,A+ Lake home on Lake Minnetonka Minneapolis,64827667,Michelle,,Hennepin,44.93064,-93.6322,Entire home/apt,1000,2,18,2019-08-11,0.65,1,251
18240044,Comfortable apartment near five St. Paul colleges,17044945,Janice,,Ramsey,44.9453,-93.15089,Entire home/apt,85,2,4,2019-09-04,0.19,1,120
18249900,Super Bowl 2018 Luxury Townhouse,126113015,Heather,,Hennepin,45.1267,-93.34738,Entire home/apt,1999,3,0,,,1,0
18264032,Rustic Deer Lake Boathouse ‘Glamping’ perfection!,121531620,Joe & Kris,,Wright,45.14032,-93.90965,Entire home/apt,87,1,86,2019-10-05,2.93,1,160
18274934,Micro Apartment with Maximum View,116533494,The Lowry,,Ramsey,44.94567,-93.09302,Entire home/apt,84,1,299,2019-10-06,9.98,26,77
18275491,"Private, cozy bedroom- downtown/uptown MPLS",23090675,Lisa,,Hennepin,44.94151,-93.27632,Private room,60,2,41,2018-10-06,1.39,9,11
18284870,Uptown Inn Super Bowl 2018,90847512,Isaiah,,Hennepin,44.95055,-93.27991,Entire home/apt,450,2,1,2018-02-05,0.05,1,365
18292474,Beautiful 3 bed 1.5 bath rambler,126501987,Damon,,Ramsey,44.95675,-93.03954,Entire home/apt,280,2,1,2017-12-22,0.05,1,0
18307287,Comfortable Family Home in Minneapolis Suburb,94352723,Kristy,,Hennepin,45.0264,-93.36876,Entire home/apt,150,1,3,2017-06-04,0.10,1,0
18313304,Charming Family Friendly Midtown Home,16261085,Paul,,Hennepin,44.94522,-93.26383,Entire home/apt,110,3,6,2019-04-09,0.22,2,0
18319481,Traveler's Den near downtown,41659520,Kelly,,Hennepin,44.97702,-93.30192,Shared room,32,2,46,2019-09-14,1.68,2,145
18338985,Suburban home with easy access to downtown,126890592,Daniel,,Anoka,45.24156,-93.39816,Entire home/apt,2000,4,0,,,1,365
18346894,Spacious lower level with beauitful sunset view,126966772,Brenia,,Scott,44.75548,-93.58149,Entire home/apt,100,2,43,2019-10-04,1.45,1,199
18352913,Quiet upstairs room (breakfast included),13860071,Dorian,,Anoka,45.13749,-93.10474,Private room,38,3,28,2019-03-31,0.99,3,164
18368550,Great Amenities!,127111144,Stephanie,,Hennepin,45.04913,-93.45545,Shared room,500,1,0,,,2,365
18370722,★MinneSTAY! Lovely 4bed Home:Walk to The West End★,127204250,Jesse,,Hennepin,44.96506,-93.35544,Entire home/apt,130,28,26,2019-10-02,0.91,8,89
18375660,Galloway get away,10864111,Deseria,,Hennepin,45.16234,-93.36847,Entire home/apt,3000,5,0,,,1,88
18379354,Historic shared studio apt in hip Loring,73998100,Ajay,,Hennepin,44.96772,-93.28167,Shared room,80,3,19,2019-08-30,0.70,1,52
18388244,Room in Quaint 1940's House,127366890,Kailey Mo,,Ramsey,44.97623,-93.04743,Private room,600,1,0,,,1,87
18396156,Studio with sleeping loft in NE Mpls Art district,52807470,Chris,,Hennepin,44.99947,-93.23817,Entire home/apt,90,1,132,2019-10-06,4.66,8,173
18396317,"3 bedroom, 2 story flat in downtown Minneapolis",61330403,John,,Hennepin,44.97064,-93.26286,Entire home/apt,400,2,2,2018-02-05,0.10,1,360
18408560,"Uptown Studio w/a Cozy Forest Theme, A+ location",29326858,Matt,,Hennepin,44.95932,-93.2894,Entire home/apt,80,1,302,2019-10-12,10.09,2,341
18408899,Spacious House in Minneapolis for Super Bowl 2018,127548851,Arthur And Keith,,Hennepin,45.02475,-93.34177,Entire home/apt,2500,3,0,,,1,0
18412519,Lake Living Minutes from the Metro!,127581233,Amy & Chad,,Scott,44.65466,-93.45416,Entire home/apt,50,2,23,2019-09-29,0.79,1,111
18412900,"Clean, Urban-style bedroom in heart of Minneapolis",15740355,Nataly,,Hennepin,44.94973,-93.2517,Private room,36,2,127,2019-10-08,4.35,2,0
18423683,Holbrook 1,127676242,Linda,,Dakota,44.71154,-93.24049,Private room,75,1,16,2019-08-23,0.78,2,118
18423987,Superbowl Touch-Down,101665913,Tracy,,Hennepin,44.87812,-93.49964,Private room,65,1,7,2017-08-18,0.24,1,363
18427749,"Private Room, Sleeps 2 - Quick Walk to Green Line!",48910893,Arvin & Brian,,Ramsey,44.95687,-93.15453,Private room,69,2,74,2019-09-22,2.51,1,101
18432809,Final 4 escape,12421018,Jessica,,Hennepin,45.09076,-93.32802,Entire home/apt,500,2,0,,,1,364
18433678,"Master Bedroom & Bath on upper level, Richfield",127769556,Addie,,Hennepin,44.88071,-93.27403,Private room,200,3,1,2018-02-05,0.05,1,0
18451683,Come Enjoy The Northest Brewery District,122767615,Mike,,Hennepin,45.00648,-93.23794,Private room,46,1,33,2017-12-06,1.12,1,0
18491311,SUPER BOWL 2018,5028989,Brady,,Hennepin,44.88776,-93.36357,Entire home/apt,1000,5,0,,,1,358
18492162,Lightweight Mid Century Mod Casita Camper SW,33796657,Ia,,Scott,44.62272,-93.29312,Entire home/apt,100,2,0,,,2,362
18503596,Great Shoreview Rental w/ Hot Tub,55833978,Rachael,,Ramsey,45.07508,-93.10842,Entire home/apt,335,7,31,2019-08-25,1.61,1,127
18508138,Spacious Home in South Minneapolis,110336508,Brian,,Hennepin,44.88593,-93.26813,Entire home/apt,800,2,3,2018-07-29,0.14,1,134
18508840,Central Location - Comfortable Bed - Lovely House,128465939,Kevin,,Dakota,44.89409,-93.04443,Private room,44,1,67,2019-09-02,2.28,1,14
18514166,"Fun, Weekend Getaway With Your Dog.  B&B & Train!",89650464,Denise,,Washington,45.29328,-92.80916,Private room,150,2,2,2019-09-22,0.07,2,2
18525592,HUGE Private Room+Bath-Easy SELF Check in/out 24/7,840061,Chitra,,Ramsey,44.91803,-93.18035,Private room,30,1,395,2019-10-09,13.30,1,18
18538627,Lakeview Retreat,83070553,Molly,,Hennepin,44.94505,-93.49084,Private room,50,2,41,2019-09-29,1.53,2,350
18540761,Updated 5bd/2bth House; 4 Mi. from US Bank Stadium,13091703,Darrin,,Hennepin,45.00059,-93.31432,Entire home/apt,198,2,2,2018-02-18,0.10,1,0
18544417,Modern Home near Downtown Minneapolis,128725656,Jasmine,,Hennepin,44.98208,-93.30421,Entire home/apt,1500,3,1,2018-02-05,0.05,2,0
18545623,The Boho Bungalow in the heart of Minneapolis,112976000,Joaquin & Nicole,,Hennepin,44.9356,-93.26633,Entire home/apt,99,2,142,2019-10-08,5.20,2,164
18549909,2018 Superbowl Stay - 5 Block Walk to Stadium,128776280,Ted,,Hennepin,44.96776,-93.26181,Entire home/apt,39,3,0,,,1,0
18565624,SUPER BOWL -- Townhome on Humboldt Greenway,128890434,Robert,,Hennepin,45.0415,-93.29824,Entire home/apt,1000,3,0,,,1,365
18565821,Victorian Mansion in Nordeast Arts District,128893020,Anthony,,Hennepin,45.00576,-93.25974,Entire home/apt,210,3,56,2019-09-29,1.93,15,312
18570552,Raleigh Street next to U of M St Paul campus,128935655,Earl,,Ramsey,44.97623,-93.18532,Private room,35,1,13,2019-05-05,0.46,1,41
18592016,Large Cozy Room in East St. Paul House,121838085,Kimberly,,Ramsey,44.98183,-93.07424,Private room,35,1,2,2017-05-19,0.07,1,0
18593370,"Beautiful Uptown 4BR!! Walk to Lake, Shops, Food",22469174,Liz,,Hennepin,44.94202,-93.30076,Entire home/apt,165,1,80,2019-10-07,2.74,6,314
18594450,Executive penthouse with downtown and Uptown views,21301382,Raz,,Hennepin,44.9498,-93.28987,Entire home/apt,2000,1,0,,,1,0
18607068,Simple South Minneapolis Charmer near Light rail,129230189,Amanda,,Hennepin,44.94339,-93.24253,Private room,68,2,30,2019-09-25,1.42,1,251
18615784,Deluxe master suite in historic home,129312777,Bonnie,,Ramsey,44.93755,-93.12425,Private room,150,1,91,2019-10-08,3.21,1,174
18617921,Spacious home close to downtown Minneapolis,3600577,Laura,,Hennepin,45.01277,-93.23712,Entire home/apt,573,3,1,2018-02-05,0.05,1,364
18647476,Newly Rennovated Home Minutes from US Bank!,76158860,Jake,,Hennepin,44.95008,-93.34529,Entire home/apt,2500,3,0,,,1,365
18657175,spare room,129655804,Sam,,Hennepin,44.96375,-93.20946,Private room,199,1,0,,,1,0
18668588,Farmhouse in the Prairie,16131331,Lauren,,Hennepin,44.84171,-93.4184,Entire home/apt,400,3,26,2019-10-06,1.08,1,195
18686677,Queen bed in sunny bedroom,1160744,Lara,,Hennepin,44.95279,-93.28341,Private room,65,2,41,2019-06-16,1.40,3,364
18691394,Beautiful Lake Minnetonka Estate,129937301,Esther,,Hennepin,44.95533,-93.63805,Entire home/apt,1250,6,1,2018-08-10,0.07,1,88
18701022,Updated Room WALKING DISTANCE TO US BANK STADIUM,53760598,Tolu,,Hennepin,44.9632,-93.26064,Private room,50,2,1,2017-05-21,0.03,1,0
18705136,FULLY REMODELED 4/2 HOME! SUPERBOWL 2018!,130040017,Josh,,Hennepin,44.96314,-93.36855,Entire home/apt,650,3,0,,,1,173
18721707,"步行距离轻轨站仅一分钟, 大房带浴室套房出租",42685864,Nick,,Ramsey,44.95413,-93.11652,Private room,60,14,7,2019-08-24,0.25,2,138
18734838,★ Home Away From Home ★ Fireplace | Fun Location,11919570,Jason,,Hennepin,45.00105,-93.26397,Entire home/apt,125,2,117,2019-09-28,4.01,1,0
18735303,Shoreside Retreat-Conveniently located,130176445,Dianne,,Hennepin,44.9273,-93.23307,Entire home/apt,100,2,32,2019-10-06,1.47,1,239
18737135,"Close to everything, private ground level",95339964,Geofrey,,Hennepin,44.88223,-93.4722,Private room,50,1,10,2019-05-25,0.34,1,72
18744955,Located between St. Paul and Minneapolis,101783733,Amy,,Ramsey,44.93519,-93.18551,Entire home/apt,99,1,115,2019-10-13,4.06,1,157
18772567,Modern Lake Home on 2 Acres with Private Dock,27535402,Bob,,Isanti,45.46254,-93.35435,Entire home/apt,2599,2,6,2017-08-02,0.21,1,0
18775102,Beautiful 4 BR home! Minutes from MOA!,27735706,Tina,,Hennepin,44.89061,-93.2534,Entire home/apt,1500,4,0,,,1,0
18788189,Stay in Luxury - Near Everything!,30129304,Sarah,,Ramsey,44.9621,-93.19214,Private room,0,2,0,,,1,0
18792272,"ArtHaus, quiet, and close to downtown/river",20570913,Teresa,,Sibley,44.52655,-93.90571,Private room,40,1,32,2019-09-29,1.18,1,75
18792497,"Large family home, stretch out and enjoy!",130800526,Brent,,Dakota,44.47365,-93.16958,Entire home/apt,125,1,11,2019-07-28,0.43,1,12
18795280,Centrally Located Cozy South Minneapolis Space,61818889,Ethan,,Hennepin,44.92052,-93.27328,Entire home/apt,77,1,104,2019-04-21,3.64,1,0
18812460,1bdrm Super Bowl condo sleeps 4+ Near Minneapolis,116305571,Therese,,Ramsey,45.00974,-93.09704,Entire home/apt,1800,7,0,,,3,358
18836205,Private Entry Master Suite Como Park,90815645,Erin,,Ramsey,44.98699,-93.14264,Entire home/apt,75,1,306,2019-10-09,10.64,1,150
18841569,Spacious Uptown 3-Bedroom Near Several Lakes,15938348,Becky,,Hennepin,44.9381,-93.29391,Entire home/apt,89,2,115,2019-09-29,4.02,1,160
18841627,Walk to US Bank Stadium from this Cozy Studio,24627709,Addison,,Hennepin,44.96999,-93.26278,Entire home/apt,150,2,7,2017-12-18,0.28,1,0
18853888,"""Pirate Ship""
Modern Live-Aboard
Mississippi River",4000876,Dan,,Ramsey,44.89631,-93.16847,Entire home/apt,300,1,74,2019-10-10,2.55,1,2
18856290,Stay in the Highland Village!,13099492,Becky,,Ramsey,44.91076,-93.18738,Private room,30,2,6,2018-05-09,0.29,1,73
18869074,Grand NE Charmer,100190694,Kathy,,Hennepin,45.00462,-93.27054,Entire home/apt,107,1,195,2019-10-12,6.83,5,288
18877586,Home Sweet Home... just minutes from Downtown,38157732,Jill,,Hennepin,44.99691,-93.29622,Entire home/apt,250,2,52,2019-10-13,1.84,2,353
18894774,"King Size or Twins - Norwegian Wood Retreat, LLC",728274,Debra,,Sherburne,45.52297,-93.58788,Hotel room,110,1,3,2018-10-28,0.22,5,306
18910072,Home is Where the Heart is~Spacious Family Retreat,4885768,Andy And Rachael,,Ramsey,44.95861,-93.08098,Entire home/apt,95,2,108,2019-10-07,3.74,10,348
18913876,Lake Minnetonka Home.,131820268,Reed,,Hennepin,44.9271,-93.62071,Entire home/apt,800,5,5,2018-02-21,0.18,1,0
18914442,BBQ + Bonfire in the City | NE Minneapolis,125713285,Jenner,,Hennepin,45.02113,-93.2404,Entire home/apt,195,3,9,2019-08-05,0.32,1,141
18917159,Victorian Garden House On Pleasant,131850376,John,,Hennepin,44.95853,-93.28162,Entire home/apt,195,1,72,2019-05-25,2.49,3,43
18930394,Artsy Studio in Lowertown St. Paul,47204193,Rachel,,Ramsey,44.94925,-93.08483,Entire home/apt,150,1,1,2018-02-11,0.05,1,0
18932222,Artist's Parlor,131972094,Nance,,Ramsey,44.92786,-93.12538,Entire home/apt,100,1,52,2019-09-29,2.07,1,360
18941650,"Union Alley Escape - quiet, private, downtown",83838548,Sarah,,Washington,45.05636,-92.80659,Entire home/apt,300,2,58,2019-09-29,2.07,1,251
18954905,Cozy Duplex in Heart of Prospect Park - 1st Floor,2444607,Newell,,Hennepin,44.96654,-93.2147,Entire home/apt,149,2,84,2019-09-22,2.99,2,175
18958518,Dick's Cabin at the Eagles Roost Trout Farm,132075931,Bill & Sere,,St. Croix,45.0257,-92.5991,Entire home/apt,100,1,121,2019-10-13,4.24,1,57
18961240,Hostess By: Marsha & William,130176113,Marsha,,Hennepin,45.00465,-93.30354,Private room,200,1,0,,,1,180
18977803,Multiple Private Rooms close to mspl downtown,2507243,Pan,,Hennepin,44.94129,-93.24877,Private room,30,30,16,2018-07-31,0.56,1,71
18993677,1bdrm Super Bowl condo -couches for kids to sleep,116305571,Therese,,Ramsey,44.98842,-93.09878,Entire home/apt,1800,7,0,,,3,365
18994553,Luxury Downtown MSP Getaway- WALK EVERYWHERE,40699046,Tammy,,Hennepin,44.98755,-93.27127,Entire home/apt,109,1,101,2019-09-29,3.63,3,42
18994908,Minnetonka Lakehome with outdoor Hottub,44071807,Jesse,,Hennepin,44.9351,-93.62343,Entire home/apt,500,2,1,2017-06-26,0.04,1,0
18998578,1bdrm Super Bowl condo in downtn St Paul sleeps 4+,116305571,Therese,,Ramsey,44.94317,-93.10746,Entire home/apt,1800,7,0,,,3,263
18999444,"Single Bed, Garden Level - Norwegian Wood Retreat",728274,Debra,,Sherburne,45.52428,-93.58743,Hotel room,110,1,2,2019-08-25,0.15,5,306
19028640,Pet Friendly Retreat in the City,4307365,Alyssa,,Hennepin,44.95373,-93.22022,Entire home/apt,125,1,74,2019-10-13,3.29,1,213
19031895,"The GUS, industrial loft 3br/1bth",70853441,Nate,,Ramsey,44.96897,-93.16686,Entire home/apt,110,1,35,2018-10-01,1.23,1,0
19039615,"Private Apartment in Uptown - Lakes, Nightlife etc",15058892,Dan,,Hennepin,44.9537,-93.28205,Entire home/apt,99,3,17,2019-08-31,0.60,6,244
19040537,Lavender Bedroom In Garden House On Pleasant,131850376,John,,Hennepin,44.9576,-93.28325,Private room,45,1,3,2017-06-08,0.10,3,0
19044877,Quiet furnished Hugo Town Home,94011877,Troy,,Washington,45.16195,-93.01627,Entire home/apt,70,30,0,,,1,101
19047398,Downtown Lift Bridge Loft,132301832,Cheris,,Washington,45.05513,-92.80459,Entire home/apt,230,1,193,2019-10-13,6.93,4,148
19049811,Super Bowl Home - 7 Miles From Stadium,132967041,Brady,,Hennepin,44.95224,-93.3787,Entire home/apt,115,2,0,,,1,0
19049888,Private room in welcoming home near Minneapolis!,61576164,Liz,,Anoka,45.12491,-93.28244,Private room,25,2,50,2019-10-07,1.79,1,69
19050346,"Modern, sunny 4-bedroom close to downtown and U",132970659,Andrea,,Hennepin,44.95196,-93.21235,Entire home/apt,200,2,33,2019-09-01,1.60,2,5
19068234,Historic home on edge of Downtown Minneapolis,133117822,Troy,,Hennepin,44.96735,-93.26093,Entire home/apt,1300,3,0,,,1,0
19070354,Lilac Bedroom In Garden House On Pleasant,131850376,John,,Hennepin,44.95981,-93.28339,Private room,65,1,0,,,3,0
19075239,Your Charming Home in Minnetonka,6074037,Ellie,,Hennepin,44.91576,-93.5207,Entire home/apt,185,2,30,2018-11-25,1.06,1,231
19098946,Minnesota-St Paul/ Minneapolis1 930  lake home,53642409,Maureen And Jim,,Ramsey,45.0346,-93.11589,Entire home/apt,150,2,109,2019-09-22,4.22,1,317
19102298,Sweet Suite in the Heart of Wayzata.,73607474,Bob/Terrisa,,Hennepin,44.97039,-93.50188,Entire home/apt,90,2,76,2019-10-07,3.70,1,226
19102420,Midway - 1912 home in the heart of the Twin Cities,52889099,Katherine,,Ramsey,44.96046,-93.17296,Private room,80,1,10,2019-09-22,0.36,4,179
19103161,Lovely lower level in South Minneapolis,72306608,Pat,,Hennepin,44.92438,-93.27175,Entire home/apt,79,1,179,2019-10-09,6.31,1,320
19103854,Shared Room - Twin Bed with a Woodland View #1,101750,Liz,,Hennepin,44.91674,-93.43616,Shared room,23,1,39,2019-10-01,1.40,5,84
19104294,Shared Room - Twin Bed with a Woodland View #2,101750,Liz,,Hennepin,44.91815,-93.43598,Shared room,23,1,48,2019-10-04,1.73,5,82
19110864,Lakeview cabin on Mille Lacs-Maximum  Four Guests.,133530293,Paul,,Mille Lacs,46.11543,-93.65687,Entire home/apt,175,2,59,2019-08-25,2.08,2,110
19123084,Private room near NE Minneapolis,1827322,Evelyn,,Anoka,45.04454,-93.25953,Private room,30,2,16,2019-09-09,0.56,1,11
19130235,Super Bowl Escape! Mall of America,67314667,Cory,,Scott,44.74081,-93.37607,Entire home/apt,400,4,0,,,1,365
19137418,Enjoy East Side Eats & Explore Saint Paul!,4885768,Andy And Rachael,,Ramsey,44.9646,-93.08265,Entire home/apt,68,2,82,2019-10-07,2.92,10,348
19154977,"Heart of the city, MPLS, lakes, dwtn,target ctr#2",23090675,Lisa,,Hennepin,44.94163,-93.27612,Private room,45,2,26,2019-09-21,0.95,9,11
19161527,Scandinavian Urban Cottage in the ❤️ of St. Paul,23528294,The Cottage Industry,,Ramsey,44.93284,-93.15076,Entire home/apt,149,1,138,2019-10-09,5.05,3,273
19170895,"Private 1BR by Abbott Hospital, Downtown, MSP 204",15058892,Dan,,Hennepin,44.95375,-93.2635,Entire home/apt,120,3,14,2019-09-28,0.51,6,355
19181858,St Jane House - Two Beds for Final Four,134140131,Brian,,Hennepin,44.99419,-93.29366,Private room,135,3,0,,,3,0
19181907,Little Yellow House Guest Suite,134166864,Sarah,,Hennepin,44.9253,-93.24246,Entire home/apt,68,1,150,2019-10-06,5.34,1,62
19183372,Cozy Modern Home in the Heart of Minneapolis,55209758,Cassie,,Hennepin,44.93752,-93.27335,Entire home/apt,113,2,32,2019-09-02,1.13,1,200
19193543,2018 Super Bowl Retreat:  12 minutes from downtown,40059214,Susan,,Hennepin,44.95869,-93.42897,Entire home/apt,3500,3,0,,,1,0
19194204,"Entire home, renovated, RIGHT on the parkway",134267734,Sasha,,Hennepin,45.0191,-93.31764,Entire home/apt,175,1,75,2019-10-07,2.68,3,346
19197537,Tiny Apartment With Great View,116533494,The Lowry,,Ramsey,44.9453,-93.09398,Entire home/apt,89,1,232,2019-10-07,8.12,26,84
19211583,Mille Lacs Cabin for Rent-Maximum Four Guests,133530293,Paul,,Mille Lacs,46.11592,-93.65545,Entire home/apt,170,1,27,2019-09-08,0.97,2,101
19221897,Lg. Victorian Home-Final Four!-Transporation Incl.,60036744,Jeff And Gayle,,Hennepin,44.9535,-93.25063,Entire home/apt,1200,4,1,2018-02-06,0.05,1,365
19227736,Stay at former NFL player home for SuperBowl XVIII,62111148,Stephanie,,Hennepin,45.03156,-93.44085,Entire home/apt,4000,2,0,,,1,0
19239256,Huge Updated Condo in the North Loop,17177677,Andrew,,Hennepin,44.9836,-93.27628,Entire home/apt,3500,180,0,,,1,90
19243874,Minutes to US Bank Stadium. Cozy Clean and private,49884594,R,,Hennepin,45.00643,-93.23294,Entire home/apt,250,7,0,,,1,365
19258809,Mille Lacs Cabin Rental on Secluded Bay,134855227,Brett,,Mille Lacs,46.16872,-93.47855,Entire home/apt,100,2,27,2019-09-22,0.99,1,83
